snum,roi,isSideLeft,roiNum
601,ctx-rh-superiorfrontal_39,0,2086
602,ctx-rh-superiorfrontal_19,0,2087
603,ctx-rh-superiorfrontal_29,0,2088
604,ctx-rh-superiorfrontal_1,0,2089
605,ctx-rh-superiorfrontal_27,0,2090
606,ctx-rh-superiorfrontal_30,0,2091
607,ctx-rh-superiorfrontal_15,0,2092
608,ctx-rh-superiorfrontal_2,0,2093
609,ctx-rh-superiorfrontal_11,0,2094
610,ctx-rh-superiorfrontal_37,0,2095
611,ctx-rh-superiorfrontal_8,0,2096
612,ctx-rh-superiorfrontal_36,0,2097
613,ctx-rh-superiorfrontal_25,0,2098
614,ctx-rh-superiorfrontal_24,0,2099
615,ctx-rh-superiorfrontal_38,0,2100
616,ctx-rh-superiorfrontal_20,0,2101
617,ctx-rh-superiorfrontal_5,0,2102
618,ctx-rh-superiorfrontal_22,0,2103
619,ctx-rh-superiorfrontal_21,0,2104
620,ctx-rh-superiorfrontal_12,0,2105
621,ctx-rh-superiorfrontal_18,0,2106
622,ctx-rh-superiorfrontal_42,0,2107
623,ctx-rh-superiorfrontal_13,0,2108
624,ctx-rh-superiorfrontal_32,0,2109
625,ctx-rh-superiorfrontal_33,0,2110
626,ctx-rh-superiorfrontal_28,0,2111
627,ctx-rh-superiorfrontal_41,0,2112
628,ctx-rh-superiorfrontal_16,0,2113
629,ctx-rh-superiorfrontal_6,0,2114
630,ctx-rh-superiorfrontal_9,0,2115
631,ctx-rh-superiorfrontal_17,0,2116
632,ctx-rh-superiorfrontal_31,0,2117
633,ctx-rh-superiorfrontal_35,0,2118
634,ctx-rh-superiorfrontal_34,0,2119
635,ctx-rh-superiorfrontal_26,0,2120
636,ctx-rh-caudalmiddlefrontal_8,0,2121
637,ctx-rh-caudalmiddlefrontal_4,0,2122
638,ctx-rh-caudalmiddlefrontal_2,0,2123
639,ctx-rh-caudalmiddlefrontal_3,0,2124
640,ctx-rh-caudalmiddlefrontal_7,0,2125
641,ctx-rh-caudalmiddlefrontal_5,0,2126
642,ctx-rh-caudalmiddlefrontal_11,0,2127
643,ctx-rh-caudalmiddlefrontal_10,0,2128
644,ctx-rh-caudalmiddlefrontal_1,0,2129
645,ctx-rh-caudalmiddlefrontal_9,0,2130
646,ctx-rh-caudalmiddlefrontal_6,0,2131
647,ctx-rh-precentral_12,0,2132
648,ctx-rh-precentral_35,0,2133
649,ctx-rh-precentral_28,0,2134
650,ctx-rh-precentral_36,0,2135
651,ctx-rh-precentral_31,0,2136
652,ctx-rh-precentral_5,0,2137
653,ctx-rh-precentral_21,0,2138
654,ctx-rh-precentral_1,0,2139
655,ctx-rh-precentral_8,0,2140
656,ctx-rh-precentral_20,0,2141
657,ctx-rh-precentral_34,0,2142
658,ctx-rh-precentral_2,0,2143
659,ctx-rh-precentral_23,0,2144
660,ctx-rh-precentral_19,0,2145
661,ctx-rh-precentral_22,0,2146
662,ctx-rh-precentral_26,0,2147
663,ctx-rh-precentral_6,0,2148
664,ctx-rh-precentral_10,0,2149
665,ctx-rh-precentral_3,0,2150
666,ctx-rh-precentral_9,0,2151
667,ctx-rh-precentral_4,0,2152
668,ctx-rh-precentral_32,0,2153
669,ctx-rh-precentral_16,0,2154
670,ctx-rh-precentral_15,0,2155
671,ctx-rh-precentral_30,0,2156
672,ctx-rh-precentral_18,0,2157
673,ctx-rh-precentral_27,0,2158
674,ctx-rh-precentral_7,0,2159
675,ctx-rh-precentral_11,0,2160
676,ctx-rh-precentral_14,0,2161
677,ctx-rh-precentral_33,0,2162
678,ctx-rh-precentral_24,0,2163
679,ctx-rh-precentral_13,0,2164
680,ctx-rh-precentral_29,0,2165
681,ctx-rh-precentral_25,0,2166
682,ctx-rh-precentral_17,0,2167
683,ctx-rh-paracentral_1,0,2168
684,ctx-rh-paracentral_9,0,2169
685,ctx-rh-paracentral_4,0,2170
686,ctx-rh-paracentral_2,0,2171
687,ctx-rh-paracentral_3,0,2172
688,ctx-rh-paracentral_5,0,2173
689,ctx-rh-paracentral_12,0,2174
690,ctx-rh-paracentral_6,0,2175
691,ctx-rh-paracentral_10,0,2176
692,ctx-rh-paracentral_11,0,2177
693,ctx-rh-paracentral_7,0,2178
694,ctx-rh-paracentral_8,0,2179
695,ctx-rh-rostralanteriorcingulate_2,0,2180
696,ctx-rh-rostralanteriorcingulate_1,0,2181
697,ctx-rh-rostralanteriorcingulate_4,0,2182
698,ctx-rh-rostralanteriorcingulate_3,0,2183
699,ctx-rh-caudalanteriorcingulate_1,0,2184
700,ctx-rh-caudalanteriorcingulate_6,0,2185
701,ctx-rh-caudalanteriorcingulate_4,0,2186
702,ctx-rh-caudalanteriorcingulate_2,0,2187
703,ctx-rh-caudalanteriorcingulate_3,0,2188
704,ctx-rh-caudalanteriorcingulate_5,0,2189
705,ctx-rh-posteriorcingulate_8,0,2190
706,ctx-rh-posteriorcingulate_1,0,2191
707,ctx-rh-posteriorcingulate_7,0,2192
708,ctx-rh-posteriorcingulate_2,0,2193
709,ctx-rh-posteriorcingulate_5,0,2194
710,ctx-rh-posteriorcingulate_3,0,2195
711,ctx-rh-posteriorcingulate_9,0,2196
712,ctx-rh-posteriorcingulate_4,0,2197
713,ctx-rh-posteriorcingulate_6,0,2198
714,ctx-rh-isthmuscingulate_3,0,2199
715,ctx-rh-isthmuscingulate_1,0,2200
716,ctx-rh-isthmuscingulate_2,0,2201
717,ctx-rh-isthmuscingulate_4,0,2202
718,ctx-rh-isthmuscingulate_5,0,2203
719,ctx-rh-isthmuscingulate_6,0,2204
720,ctx-rh-postcentral_24,0,2205
721,ctx-rh-postcentral_26,0,2206
722,ctx-rh-postcentral_6,0,2207
723,ctx-rh-postcentral_20,0,2208
724,ctx-rh-postcentral_25,0,2209
725,ctx-rh-postcentral_11,0,2210
726,ctx-rh-postcentral_3,0,2211
727,ctx-rh-postcentral_18,0,2212
728,ctx-rh-postcentral_27,0,2213
729,ctx-rh-postcentral_13,0,2214
730,ctx-rh-postcentral_23,0,2215
731,ctx-rh-postcentral_9,0,2216
732,ctx-rh-postcentral_17,0,2217
733,ctx-rh-postcentral_30,0,2218
734,ctx-rh-postcentral_22,0,2219
735,ctx-rh-postcentral_7,0,2220
736,ctx-rh-postcentral_4,0,2221
737,ctx-rh-postcentral_5,0,2222
738,ctx-rh-postcentral_29,0,2223
739,ctx-rh-postcentral_1,0,2224
740,ctx-rh-postcentral_16,0,2225
741,ctx-rh-postcentral_14,0,2226
742,ctx-rh-postcentral_12,0,2227
743,ctx-rh-postcentral_21,0,2228
744,ctx-rh-postcentral_8,0,2229
745,ctx-rh-postcentral_10,0,2230
746,ctx-rh-postcentral_2,0,2231
747,ctx-rh-postcentral_19,0,2232
748,ctx-rh-postcentral_15,0,2233
749,ctx-rh-postcentral_28,0,2234
750,ctx-rh-supramarginal_19,0,2235
751,ctx-rh-supramarginal_10,0,2236
752,ctx-rh-supramarginal_11,0,2237
753,ctx-rh-supramarginal_13,0,2238
754,ctx-rh-supramarginal_18,0,2239
755,ctx-rh-supramarginal_20,0,2240
756,ctx-rh-supramarginal_8,0,2241
757,ctx-rh-supramarginal_4,0,2242
758,ctx-rh-supramarginal_15,0,2243
759,ctx-rh-supramarginal_9,0,2244
760,ctx-rh-supramarginal_3,0,2245
761,ctx-rh-supramarginal_14,0,2246
762,ctx-rh-supramarginal_16,0,2247
763,ctx-rh-supramarginal_2,0,2248
764,ctx-rh-supramarginal_6,0,2249
765,ctx-rh-supramarginal_12,0,2250
766,ctx-rh-supramarginal_1,0,2251
767,ctx-rh-supramarginal_7,0,2252
768,ctx-rh-supramarginal_5,0,2253
769,ctx-rh-supramarginal_17,0,2254
770,ctx-rh-superiorparietal_13,0,2255
771,ctx-rh-superiorparietal_24,0,2256
772,ctx-rh-superiorparietal_18,0,2257
773,ctx-rh-superiorparietal_10,0,2258
774,ctx-rh-superiorparietal_29,0,2259
775,ctx-rh-superiorparietal_4,0,2260
776,ctx-rh-superiorparietal_12,0,2261
777,ctx-rh-superiorparietal_15,0,2262
778,ctx-rh-superiorparietal_28,0,2263
779,ctx-rh-superiorparietal_16,0,2264
780,ctx-rh-superiorparietal_17,0,2265
781,ctx-rh-superiorparietal_7,0,2266
782,ctx-rh-superiorparietal_20,0,2267
783,ctx-rh-superiorparietal_25,0,2268
784,ctx-rh-superiorparietal_22,0,2269
785,ctx-rh-superiorparietal_9,0,2270
786,ctx-rh-superiorparietal_5,0,2271
787,ctx-rh-superiorparietal_26,0,2272
788,ctx-rh-superiorparietal_23,0,2273
789,ctx-rh-superiorparietal_2,0,2274
790,ctx-rh-superiorparietal_14,0,2275
791,ctx-rh-superiorparietal_11,0,2276
792,ctx-rh-superiorparietal_21,0,2277
793,ctx-rh-superiorparietal_19,0,2278
794,ctx-rh-superiorparietal_6,0,2279
795,ctx-rh-superiorparietal_27,0,2280
796,ctx-rh-superiorparietal_1,0,2281
797,ctx-rh-superiorparietal_3,0,2282
798,ctx-rh-superiorparietal_8,0,2283
799,ctx-rh-inferiorparietal_13,0,2284
800,ctx-rh-inferiorparietal_21,0,2285
801,ctx-rh-inferiorparietal_11,0,2286
802,ctx-rh-inferiorparietal_3,0,2287
803,ctx-rh-inferiorparietal_4,0,2288
804,ctx-rh-inferiorparietal_25,0,2289
805,ctx-rh-inferiorparietal_12,0,2290
806,ctx-rh-inferiorparietal_8,0,2291
807,ctx-rh-inferiorparietal_16,0,2292
808,ctx-rh-inferiorparietal_26,0,2293
809,ctx-rh-inferiorparietal_2,0,2294
810,ctx-rh-inferiorparietal_17,0,2295
811,ctx-rh-inferiorparietal_5,0,2296
812,ctx-rh-inferiorparietal_1,0,2297
813,ctx-rh-inferiorparietal_19,0,2298
814,ctx-rh-inferiorparietal_14,0,2299
815,ctx-rh-inferiorparietal_9,0,2300
816,ctx-rh-inferiorparietal_18,0,2301
817,ctx-rh-inferiorparietal_10,0,2302
818,ctx-rh-inferiorparietal_20,0,2303
819,ctx-rh-inferiorparietal_22,0,2304
820,ctx-rh-inferiorparietal_23,0,2305
821,ctx-rh-inferiorparietal_6,0,2306
822,ctx-rh-inferiorparietal_7,0,2307
823,ctx-rh-inferiorparietal_15,0,2308
824,ctx-rh-inferiorparietal_24,0,2309
825,ctx-rh-precuneus_2,0,2310
826,ctx-rh-precuneus_1,0,2311
827,ctx-rh-precuneus_3,0,2312
828,ctx-rh-precuneus_6,0,2313
829,ctx-rh-precuneus_19,0,2314
830,ctx-rh-precuneus_10,0,2315
831,ctx-rh-precuneus_16,0,2316
832,ctx-rh-precuneus_12,0,2317
833,ctx-rh-precuneus_22,0,2318
834,ctx-rh-precuneus_9,0,2319
835,ctx-rh-precuneus_21,0,2320
836,ctx-rh-precuneus_7,0,2321
837,ctx-rh-precuneus_15,0,2322
838,ctx-rh-precuneus_14,0,2323
839,ctx-rh-precuneus_11,0,2324
840,ctx-rh-precuneus_8,0,2325
841,ctx-rh-precuneus_20,0,2326
842,ctx-rh-precuneus_4,0,2327
843,ctx-rh-precuneus_5,0,2328
844,ctx-rh-precuneus_23,0,2329
845,ctx-rh-precuneus_18,0,2330
846,ctx-rh-precuneus_13,0,2331
847,ctx-rh-precuneus_17,0,2332
848,ctx-rh-cuneus_1,0,2333
849,ctx-rh-cuneus_2,0,2334
850,ctx-rh-cuneus_8,0,2335
851,ctx-rh-cuneus_3,0,2336
852,ctx-rh-cuneus_7,0,2337
853,ctx-rh-cuneus_6,0,2338
854,ctx-rh-cuneus_5,0,2339
855,ctx-rh-cuneus_4,0,2340
856,ctx-rh-pericalcarine_1,0,2341
857,ctx-rh-pericalcarine_5,0,2342
858,ctx-rh-pericalcarine_3,0,2343
859,ctx-rh-pericalcarine_7,0,2344
860,ctx-rh-pericalcarine_2,0,2345
861,ctx-rh-pericalcarine_6,0,2346
862,ctx-rh-pericalcarine_4,0,2347
863,ctx-rh-pericalcarine_8,0,2348
864,ctx-rh-lateraloccipital_18,0,2349
865,ctx-rh-lateraloccipital_13,0,2350
866,ctx-rh-lateraloccipital_12,0,2351
867,ctx-rh-lateraloccipital_20,0,2352
868,ctx-rh-lateraloccipital_1,0,2353
869,ctx-rh-lateraloccipital_9,0,2354
870,ctx-rh-lateraloccipital_15,0,2355
871,ctx-rh-lateraloccipital_16,0,2356
872,ctx-rh-lateraloccipital_23,0,2357
873,ctx-rh-lateraloccipital_7,0,2358
874,ctx-rh-lateraloccipital_3,0,2359
875,ctx-rh-lateraloccipital_17,0,2360
876,ctx-rh-lateraloccipital_14,0,2361
877,ctx-rh-lateraloccipital_21,0,2362
878,ctx-rh-lateraloccipital_10,0,2363
879,ctx-rh-lateraloccipital_8,0,2364
880,ctx-rh-lateraloccipital_4,0,2365
881,ctx-rh-lateraloccipital_19,0,2366
882,ctx-rh-lateraloccipital_6,0,2367
883,ctx-rh-lateraloccipital_2,0,2368
884,ctx-rh-lateraloccipital_5,0,2369
885,ctx-rh-lateraloccipital_22,0,2370
886,ctx-rh-lateraloccipital_11,0,2371
887,ctx-rh-lingual_16,0,2372
888,ctx-rh-lingual_8,0,2373
889,ctx-rh-lingual_14,0,2374
890,ctx-rh-lingual_4,0,2375
891,ctx-rh-lingual_10,0,2376
892,ctx-rh-lingual_13,0,2377
893,ctx-rh-lingual_11,0,2378
894,ctx-rh-lingual_9,0,2379
895,ctx-rh-lingual_12,0,2380
896,ctx-rh-lingual_3,0,2381
897,ctx-rh-lingual_2,0,2382
898,ctx-rh-lingual_7,0,2383
899,ctx-rh-lingual_1,0,2384
900,ctx-rh-lingual_6,0,2385
901,ctx-rh-lingual_15,0,2386
902,ctx-rh-lingual_17,0,2387
903,ctx-rh-lingual_5,0,2388
904,ctx-rh-fusiform_9,0,2389
905,ctx-rh-fusiform_2,0,2390
906,ctx-rh-fusiform_5,0,2391
907,ctx-rh-fusiform_12,0,2392
908,ctx-rh-fusiform_14,0,2393
909,ctx-rh-fusiform_8,0,2394
910,ctx-rh-fusiform_6,0,2395
911,ctx-rh-fusiform_17,0,2396
912,ctx-rh-fusiform_15,0,2397
913,ctx-rh-fusiform_11,0,2398
914,ctx-rh-fusiform_13,0,2399
915,ctx-rh-fusiform_7,0,2400
916,ctx-rh-fusiform_4,0,2401
917,ctx-rh-fusiform_3,0,2402
918,ctx-rh-fusiform_1,0,2403
919,ctx-rh-fusiform_10,0,2404
920,ctx-rh-fusiform_16,0,2405
921,ctx-rh-parahippocampal_3,0,2406
922,ctx-rh-parahippocampal_2,0,2407
923,ctx-rh-parahippocampal_1,0,2408
924,ctx-rh-parahippocampal_6,0,2409
925,ctx-rh-parahippocampal_5,0,2410
926,ctx-rh-parahippocampal_4,0,2411
927,ctx-rh-entorhinal_1,0,2412
928,ctx-rh-entorhinal_2,0,2413
929,ctx-rh-temporalpole_1,0,2414
930,ctx-rh-temporalpole_2,0,2415
931,ctx-rh-temporalpole_3,0,2416
932,ctx-rh-inferiortemporal_16,0,2417
933,ctx-rh-inferiortemporal_3,0,2418
934,ctx-rh-inferiortemporal_5,0,2419
935,ctx-rh-inferiortemporal_9,0,2420
936,ctx-rh-inferiortemporal_11,0,2421
937,ctx-rh-inferiortemporal_8,0,2422
938,ctx-rh-inferiortemporal_1,0,2423
939,ctx-rh-inferiortemporal_4,0,2424
940,ctx-rh-inferiortemporal_7,0,2425
941,ctx-rh-inferiortemporal_2,0,2426
942,ctx-rh-inferiortemporal_6,0,2427
943,ctx-rh-inferiortemporal_10,0,2428
944,ctx-rh-inferiortemporal_12,0,2429
945,ctx-rh-inferiortemporal_15,0,2430
946,ctx-rh-inferiortemporal_14,0,2431
947,ctx-rh-inferiortemporal_13,0,2432
948,ctx-rh-middletemporal_12,0,2433
949,ctx-rh-middletemporal_16,0,2434
950,ctx-rh-middletemporal_13,0,2435
951,ctx-rh-middletemporal_15,0,2436
952,ctx-rh-middletemporal_6,0,2437
953,ctx-rh-middletemporal_11,0,2438
954,ctx-rh-middletemporal_10,0,2439
955,ctx-rh-middletemporal_4,0,2440
956,ctx-rh-middletemporal_14,0,2441
957,ctx-rh-middletemporal_7,0,2442
958,ctx-rh-middletemporal_17,0,2443
959,ctx-rh-middletemporal_8,0,2444
960,ctx-rh-middletemporal_9,0,2445
961,ctx-rh-middletemporal_1,0,2446
962,ctx-rh-middletemporal_3,0,2447
963,ctx-rh-middletemporal_5,0,2448
964,ctx-rh-middletemporal_19,0,2449
965,ctx-rh-middletemporal_2,0,2450
966,ctx-rh-middletemporal_18,0,2451
967,ctx-rh-bankssts_3,0,2452
968,ctx-rh-bankssts_6,0,2453
969,ctx-rh-bankssts_2,0,2454
970,ctx-rh-bankssts_1,0,2455
971,ctx-rh-bankssts_4,0,2456
972,ctx-rh-bankssts_5,0,2457
973,ctx-rh-superiortemporal_9,0,2458
974,ctx-rh-superiortemporal_25,0,2459
975,ctx-rh-superiortemporal_14,0,2460
976,ctx-rh-superiortemporal_6,0,2461
977,ctx-rh-superiortemporal_7,0,2462
978,ctx-rh-superiortemporal_16,0,2463
979,ctx-rh-superiortemporal_19,0,2464
980,ctx-rh-superiortemporal_15,0,2465
981,ctx-rh-superiortemporal_12,0,2466
982,ctx-rh-superiortemporal_21,0,2467
983,ctx-rh-superiortemporal_24,0,2468
984,ctx-rh-superiortemporal_2,0,2469
985,ctx-rh-superiortemporal_22,0,2470
986,ctx-rh-superiortemporal_13,0,2471
987,ctx-rh-superiortemporal_5,0,2472
988,ctx-rh-superiortemporal_11,0,2473
989,ctx-rh-superiortemporal_3,0,2474
990,ctx-rh-superiortemporal_17,0,2475
991,ctx-rh-superiortemporal_18,0,2476
992,ctx-rh-superiortemporal_8,0,2477
993,ctx-rh-superiortemporal_4,0,2478
994,ctx-rh-superiortemporal_23,0,2479
995,ctx-rh-superiortemporal_20,0,2480
996,ctx-rh-superiortemporal_10,0,2481
997,ctx-rh-superiortemporal_1,0,2482
998,ctx-rh-transversetemporal_1,0,2483
999,ctx-rh-transversetemporal_2,0,2484
1000,ctx-rh-transversetemporal_3,0,2485
1001,ctx-rh-insula_16,0,2486
1002,ctx-rh-insula_13,0,2487
1003,ctx-rh-insula_6,0,2488
1004,ctx-rh-insula_4,0,2489
1005,ctx-rh-insula_5,0,2490
1006,ctx-rh-insula_15,0,2491
1007,ctx-rh-insula_8,0,2492
1008,ctx-rh-insula_11,0,2493
1009,ctx-rh-insula_10,0,2494
1010,ctx-rh-insula_1,0,2495
1011,ctx-rh-insula_7,0,2496
1012,ctx-rh-insula_14,0,2497
1013,ctx-rh-insula_3,0,2498
1014,ctx-rh-insula_2,0,2499
1015,ctx-rh-insula_12,0,2500
1016,ctx-rh-insula_9,0,2501
